------------------------------
  Elements     Atomic Weight  
------------------------------
  1.	C         12.01099968
  2.	H          1.00800002
  3.	N         14.00699997
  4.	HE         4.00299978
------------------------------


--------------------------------------------------------------------------------------------------------------
                                                Molecular        Temperature        Elements
  Species                  Phase  Charge         weight         Low      High       C       H       N      HE
         Reaction order of species NC45H90(L)         equal to 2.0000


    222. 40NC45H90(L) + 23NC45H88(L)  => C2H6 + C3H8 + NC4H10 + NC5H12 + NC6H14 + NC7H16 + NC8H18 + NC9H20 + NC10H22 + NC11H24 + 2.5NC12H26 + C4H8-1 + NC5H10 + NC6H12 + NC7H14 + NC8H16 + NC9H18 + NC10H20 + NC11H22 + 2.5NC12H24 + 9NC16H33_T(L) + 14.1NC30H61_T(L) + 4.4NC45H91_T(L) + 9NC16H31_T(L) + 14.4333NC30H59_T(L) + 6.06667NC45H89_T(L) + 23NC45H87(L) 
         k:       6.630000e+14	    0.00      78000.00
         Reaction order of species NC45H90(L)         equal to 1.0000
         Reaction order of species NC45H88(L)         equal to 1.0000


    223. 23NC60H122(L) + 40NC45H90(L)  => C2H6 + C3H8 + NC4H10 + NC5H12 + NC6H14 + NC7H16 + NC8H18 + NC9H20 + NC10H22 + NC11H24 + 2.5NC12H26 + C4H8-1 + NC5H10 + NC6H12 + NC7H14 + NC8H16 + NC9H18 + NC10H20 + NC11H22 + 2.5NC12H24 + 23NC60H121(L) + 9NC16H33_T(L) + 14.1NC30H61_T(L) + 4.4NC45H91_T(L) + 9NC16H31_T(L) + 14.4333NC30H59_T(L) + 6.06667NC45H89_T(L) 
         k:       8.840000e+14	    0.00      78000.00
         Reaction order of species NC60H122(L)        equal to 1.0000
         Reaction order of species NC45H90(L)         equal to 1.0000


    224. 40NC45H90(L) + 23NC60H120(L)  => C2H6 + C3H8 + NC4H10 + NC5H12 + NC6H14 + NC7H16 + NC8H18 + NC9H20 + NC10H22 + NC11H24 + 2.5NC12H26 + C4H8-1 + NC5H10 + NC6H12 + NC7H14 + NC8H16 + NC9H18 + NC10H20 + NC11H22 + 2.5NC12H24 + 9NC16H33_T(L) + 14.1NC30H61_T(L) + 4.4NC45H91_T(L) + 23NC60H119(L) + 9NC16H31_T(L) + 14.4333NC30H59_T(L) + 6.06667NC45H89_T(L) 
         k:       8.840000e+14	    0.00      78000.00
         Reaction order of species NC45H90(L)         equal to 1.0000
         Reaction order of species NC60H120(L)        equal to 1.0000


    225. 40NC45H90(L) + 23NC60H118(L)  => C2H6 + C3H8 + NC4H10 + NC5H12 + NC6H14 + NC7H16 + NC8H18 + NC9H20 + NC10H22 + NC11H24 + 2.5NC12H26 + C4H8-1 + NC5H10 + NC6H12 + NC7H14 + NC8H16 + NC9H18 + NC10H20 + NC11H22 + 2.5NC12H24 + 9NC16H33_T(L) + 14.1NC30H61_T(L) + 4.4NC45H91_T(L) + 9NC16H31_T(L) + 14.4333NC30H59_T(L) + 6.06667NC45H89_T(L) + 23NC60H117(L) 
         k:       8.840000e+14	    0.00      78000.00
         Reaction order of species NC45H90(L)         equal to 1.0000
         Reaction order of species NC60H118(L)        equal to 1.0000


    226. 21P-HDPE-P(L) + 38NC45H88(L)  => 2C4H8-1 + 2NC5H10 + 2NC6H12 + 2NC7H14 + 2NC8H16 + 2NC9H18 + 2NC10H20 + 2NC11H22 + 5NC12H24 + 21P-NC40H79-P(L) + 18NC16H31_T(L) + 28.2NC30H59_T(L) + 8.8NC45H89_T(L) 
         k:       5.890000e+14	    0.00      78000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species NC45H88(L)         equal to 1.0000


    227. 21P-NC40H81(L) + 38NC45H88(L)  => 2C4H8-1 + 2NC5H10 + 2NC6H12 + 2NC7H14 + 2NC8H16 + 2NC9H18 + 2NC10H20 + 2NC11H22 + 5NC12H24 + 21P-NC40H80(L) + 18NC16H31_T(L) + 28.2NC30H59_T(L) + 8.8NC45H89_T(L) 
         k:       5.890000e+14	    0.00      78000.00
         Reaction order of species P-NC40H81(L)       equal to 1.0000
         Reaction order of species NC45H88(L)         equal to 1.0000


    228. 21P-NC40H79(L) + 38NC45H88(L)  => 2C4H8-1 + 2NC5H10 + 2NC6H12 + 2NC7H14 + 2NC8H16 + 2NC9H18 + 2NC10H20 + 2NC11H22 + 5NC12H24 + 21P-NC40H78(L) + 18NC16H31_T(L) + 28.2NC30H59_T(L) + 8.8NC45H89_T(L) 
         k:       5.890000e+14	    0.00      78000.00
         Reaction order of species P-NC40H79(L)       equal to 1.0000
         Reaction order of species NC45H88(L)         equal to 1.0000


    229. 21NC16H34(L) + 38NC45H88(L)  => 2C4H8-1 + 2NC5H10 + 2NC6H12 + 2NC7H14 + 2NC8H16 + 2NC9H18 + 2NC10H20 + 2NC11H22 + 5NC12H24 + 21NC16H33(L) + 18NC16H31_T(L) + 28.2NC30H59_T(L) + 8.8NC45H89_T(L) 
         k:       2.360000e+14	    0.00      78000.00
         Reaction order of species NC16H34(L)         equal to 1.0000
         Reaction order of species NC45H88(L)         equal to 1.0000


    230. 21NC16H32(L) + 38NC45H88(L)  => 2C4H8-1 + 2NC5H10 + 2NC6H12 + 2NC7H14 + 2NC8H16 + 2NC9H18 + 2NC10H20 + 2NC11H22 + 5NC12H24 + 21NC16H31(L) + 18NC16H31_T(L) + 28.2NC30H59_T(L) + 8.8NC45H89_T(L) 
         k:       2.360000e+14	    0.00      78000.00
         Reaction order of species NC16H32(L)         equal to 1.0000
         Reaction order of species NC45H88(L)         equal to 1.0000


    231. 21NC16H30(L) + 38NC45H88(L)  => 2C4H8-1 + 2NC5H10 + 2NC6H12 + 2NC7H14 + 2NC8H16 + 2NC9H18 + 2NC10H20 + 2NC11H22 + 5NC12H24 + 18NC16H31_T(L) + 28.2NC30H59_T(L) + 8.8NC45H89_T(L) + 21NC16H29(L) 
         k:       2.360000e+14	    0.00      78000.00
         Reaction order of species NC16H30(L)         equal to 1.0000
         Reaction order of species NC45H88(L)         equal to 1.0000


    232. 21NC30H62(L) + 38NC45H88(L)  => 2C4H8-1 + 2NC5H10 + 2NC6H12 + 2NC7H14 + 2NC8H16 + 2NC9H18 + 2NC10H20 + 2NC11H22 + 5NC12H24 + 21NC30H61(L) + 18NC16H31_T(L) + 28.2NC30H59_T(L) + 8.8NC45H89_T(L) 
         k:       4.420000e+14	    0.00      78000.00
         Reaction order of species NC30H62(L)         equal to 1.0000
         Reaction order of species NC45H88(L)         equal to 1.0000


    233. 21NC30H60(L) + 38NC45H88(L)  => 2C4H8-1 + 2NC5H10 + 2NC6H12 + 2NC7H14 + 2NC8H16 + 2NC9H18 + 2NC10H20 + 2NC11H22 + 5NC12H24 + 21NC30H59(L) + 18NC16H31_T(L) + 28.2NC30H59_T(L) + 8.8NC45H89_T(L) 
         k:       4.420000e+14	    0.00      78000.00
         Reaction order of species NC30H60(L)         equal to 1.0000
         Reaction order of species NC45H88(L)         equal to 1.0000


    234. 21NC30H58(L) + 38NC45H88(L)  => 2C4H8-1 + 2NC5H10 + 2NC6H12 + 2NC7H14 + 2NC8H16 + 2NC9H18 + 2NC10H20 + 2NC11H22 + 5NC12H24 + 18NC16H31_T(L) + 28.2NC30H59_T(L) + 8.8NC45H89_T(L) + 21NC30H57(L) 
         k:       4.420000e+14	    0.00      78000.00
         Reaction order of species NC30H58(L)         equal to 1.0000
         Reaction order of species NC45H88(L)         equal to 1.0000


    235. 21NC45H92(L) + 38NC45H88(L)  => 2C4H8-1 + 2NC5H10 + 2NC6H12 + 2NC7H14 + 2NC8H16 + 2NC9H18 + 2NC10H20 + 2NC11H22 + 5NC12H24 + 21NC45H91(L) + 18NC16H31_T(L) + 28.2NC30H59_T(L) + 8.8NC45H89_T(L) 
         k:       6.630000e+14	    0.00      78000.00
         Reaction order of species NC45H92(L)         equal to 1.0000
         Reaction order of species NC45H88(L)         equal to 1.0000


    236. 21NC45H90(L) + 38NC45H88(L)  => 2C4H8-1 + 2NC5H10 + 2NC6H12 + 2NC7H14 + 2NC8H16 + 2NC9H18 + 2NC10H20 + 2NC11H22 + 5NC12H24 + 21NC45H89(L) + 18NC16H31_T(L) + 28.2NC30H59_T(L) + 8.8NC45H89_T(L) 
         k:       6.630000e+14	    0.00      78000.00
         Reaction order of species NC45H90(L)         equal to 1.0000
         Reaction order of species NC45H88(L)         equal to 1.0000


    237. 59NC45H88(L)  => 2C4H8-1 + 2NC5H10 + 2NC6H12 + 2NC7H14 + 2NC8H16 + 2NC9H18 + 2NC10H20 + 2NC11H22 + 5NC12H24 + 18NC16H31_T(L) + 28.2NC30H59_T(L) + 8.8NC45H89_T(L) + 21NC45H87(L) 
         k:       6.630000e+14	    0.00      78000.00
         Reaction order of species NC45H88(L)         equal to 2.0000


    238. 21NC60H122(L) + 38NC45H88(L)  => 2C4H8-1 + 2NC5H10 + 2NC6H12 + 2NC7H14 + 2NC8H16 + 2NC9H18 + 2NC10H20 + 2NC11H22 + 5NC12H24 + 21NC60H121(L) + 18NC16H31_T(L) + 28.2NC30H59_T(L) + 8.8NC45H89_T(L) 
         k:       8.840000e+14	    0.00      78000.00
         Reaction order of species NC60H122(L)        equal to 1.0000
         Reaction order of species NC45H88(L)         equal to 1.0000


    239. 21NC60H120(L) + 38NC45H88(L)  => 2C4H8-1 + 2NC5H10 + 2NC6H12 + 2NC7H14 + 2NC8H16 + 2NC9H18 + 2NC10H20 + 2NC11H22 + 5NC12H24 + 21NC60H119(L) + 18NC16H31_T(L) + 28.2NC30H59_T(L) + 8.8NC45H89_T(L) 
         k:       8.840000e+14	    0.00      78000.00
         Reaction order of species NC60H120(L)        equal to 1.0000
         Reaction order of species NC45H88(L)         equal to 1.0000


    240. 38NC45H88(L) + 21NC60H118(L)  => 2C4H8-1 + 2NC5H10 + 2NC6H12 + 2NC7H14 + 2NC8H16 + 2NC9H18 + 2NC10H20 + 2NC11H22 + 5NC12H24 + 18NC16H31_T(L) + 28.2NC30H59_T(L) + 8.8NC45H89_T(L) + 21NC60H117(L) 
         k:       8.840000e+14	    0.00      78000.00
         Reaction order of species NC45H88(L)         equal to 1.0000
         Reaction order of species NC60H118(L)        equal to 1.0000


    241. 25P-HDPE-P(L) + 57NC60H122(L)  => 2C2H6 + 2C3H8 + 2NC4H10 + 2NC5H12 + 2NC6H14 + 2NC7H16 + 2NC8H18 + 2NC9H20 + 2NC10H22 + 2NC11H24 + 5NC12H26 + 25P-NC40H79-P(L) + 18NC16H33_T(L) + 29NC30H61_T(L) + 29.8667NC45H91_T(L) + 12.1333NC60H121_T(L) 
         k:       5.890000e+14	    0.00      78000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species NC60H122(L)        equal to 1.0000


    242. 25P-NC40H81(L) + 57NC60H122(L)  => 2C2H6 + 2C3H8 + 2NC4H10 + 2NC5H12 + 2NC6H14 + 2NC7H16 + 2NC8H18 + 2NC9H20 + 2NC10H22 + 2NC11H24 + 5NC12H26 + 25P-NC40H80(L) + 18NC16H33_T(L) + 29NC30H61_T(L) + 29.8667NC45H91_T(L) + 12.1333NC60H121_T(L) 
         k:       5.890000e+14	    0.00      78000.00
         Reaction order of species P-NC40H81(L)       equal to 1.0000
         Reaction order of species NC60H122(L)        equal to 1.0000


    243. 25P-NC40H79(L) + 57NC60H122(L)  => 2C2H6 + 2C3H8 + 2NC4H10 + 2NC5H12 + 2NC6H14 + 2NC7H16 + 2NC8H18 + 2NC9H20 + 2NC10H22 + 2NC11H24 + 5NC12H26 + 25P-NC40H78(L) + 18NC16H33_T(L) + 29NC30H61_T(L) + 29.8667NC45H91_T(L) + 12.1333NC60H121_T(L) 
         k:       5.890000e+14	    0.00      78000.00
         Reaction order of species P-NC40H79(L)       equal to 1.0000
         Reaction order of species NC60H122(L)        equal to 1.0000


    244. 25NC16H34(L) + 57NC60H122(L)  => 2C2H6 + 2C3H8 + 2NC4H10 + 2NC5H12 + 2NC6H14 + 2NC7H16 + 2NC8H18 + 2NC9H20 + 2NC10H22 + 2NC11H24 + 5NC12H26 + 25NC16H33(L) + 18NC16H33_T(L) + 29NC30H61_T(L) + 29.8667NC45H91_T(L) + 12.1333NC60H121_T(L) 
         k:       2.360000e+14	    0.00      78000.00
         Reaction order of species NC16H34(L)         equal to 1.0000
         Reaction order of species NC60H122(L)        equal to 1.0000


    245. 57NC60H122(L) + 25NC16H32(L)  => 2C2H6 + 2C3H8 + 2NC4H10 + 2NC5H12 + 2NC6H14 + 2NC7H16 + 2NC8H18 + 2NC9H20 + 2NC10H22 + 2NC11H24 + 5NC12H26 + 18NC16H33_T(L) + 29NC30H61_T(L) + 29.8667NC45H91_T(L) + 12.1333NC60H121_T(L) + 25NC16H31(L) 
         k:       2.360000e+14	    0.00      78000.00
         Reaction order of species NC60H122(L)        equal to 1.0000
         Reaction order of species NC16H32(L)         equal to 1.0000


    246. 57NC60H122(L) + 25NC16H30(L)  => 2C2H6 + 2C3H8 + 2NC4H10 + 2NC5H12 + 2NC6H14 + 2NC7H16 + 2NC8H18 + 2NC9H20 + 2NC10H22 + 2NC11H24 + 5NC12H26 + 18NC16H33_T(L) + 29NC30H61_T(L) + 29.8667NC45H91_T(L) + 12.1333NC60H121_T(L) + 25NC16H29(L) 
         k:       2.360000e+14	    0.00      78000.00
         Reaction order of species NC60H122(L)        equal to 1.0000
         Reaction order of species NC16H30(L)         equal to 1.0000


    247. 25NC30H62(L) + 57NC60H122(L)  => 2C2H6 + 2C3H8 + 2NC4H10 + 2NC5H12 + 2NC6H14 + 2NC7H16 + 2NC8H18 + 2NC9H20 + 2NC10H22 + 2NC11H24 + 5NC12H26 + 25NC30H61(L) + 18NC16H33_T(L) + 29NC30H61_T(L) + 29.8667NC45H91_T(L) + 12.1333NC60H121_T(L) 
         k:       4.420000e+14	    0.00      78000.00
         Reaction order of species NC30H62(L)         equal to 1.0000
         Reaction order of species NC60H122(L)        equal to 1.0000


    248. 57NC60H122(L) + 25NC30H60(L)  => 2C2H6 + 2C3H8 + 2NC4H10 + 2NC5H12 + 2NC6H14 + 2NC7H16 + 2NC8H18 + 2NC9H20 + 2NC10H22 + 2NC11H24 + 5NC12H26 + 18NC16H33_T(L) + 29NC30H61_T(L) + 29.8667NC45H91_T(L) + 12.1333NC60H121_T(L) + 25NC30H59(L) 
         k:       4.420000e+14	    0.00      78000.00
         Reaction order of species NC60H122(L)        equal to 1.0000
         Reaction order of species NC30H60(L)         equal to 1.0000


    249. 57NC60H122(L) + 25NC30H58(L)  => 2C2H6 + 2C3H8 + 2NC4H10 + 2NC5H12 + 2NC6H14 + 2NC7H16 + 2NC8H18 + 2NC9H20 + 2NC10H22 + 2NC11H24 + 5NC12H26 + 18NC16H33_T(L) + 29NC30H61_T(L) + 29.8667NC45H91_T(L) + 12.1333NC60H121_T(L) + 25NC30H57(L) 
         k:       4.420000e+14	    0.00      78000.00
         Reaction order of species NC60H122(L)        equal to 1.0000
         Reaction order of species NC30H58(L)         equal to 1.0000


    250. 25NC45H92(L) + 57NC60H122(L)  => 2C2H6 + 2C3H8 + 2NC4H10 + 2NC5H12 + 2NC6H14 + 2NC7H16 + 2NC8H18 + 2NC9H20 + 2NC10H22 + 2NC11H24 + 5NC12H26 + 25NC45H91(L) + 18NC16H33_T(L) + 29NC30H61_T(L) + 29.8667NC45H91_T(L) + 12.1333NC60H121_T(L) 
         k:       6.630000e+14	    0.00      78000.00
         Reaction order of species NC45H92(L)         equal to 1.0000
         Reaction order of species NC60H122(L)        equal to 1.0000


    251. 57NC60H122(L) + 25NC45H90(L)  => 2C2H6 + 2C3H8 + 2NC4H10 + 2NC5H12 + 2NC6H14 + 2NC7H16 + 2NC8H18 + 2NC9H20 + 2NC10H22 + 2NC11H24 + 5NC12H26 + 18NC16H33_T(L) + 29NC30H61_T(L) + 29.8667NC45H91_T(L) + 12.1333NC60H121_T(L) + 25NC45H89(L) 
         k:       6.630000e+14	    0.00      78000.00
         Reaction order of species NC60H122(L)        equal to 1.0000
         Reaction order of species NC45H90(L)         equal to 1.0000


    252. 57NC60H122(L) + 25NC45H88(L)  => 2C2H6 + 2C3H8 + 2NC4H10 + 2NC5H12 + 2NC6H14 + 2NC7H16 + 2NC8H18 + 2NC9H20 + 2NC10H22 + 2NC11H24 + 5NC12H26 + 18NC16H33_T(L) + 29NC30H61_T(L) + 29.8667NC45H91_T(L) + 12.1333NC60H121_T(L) + 25NC45H87(L) 
         k:       6.630000e+14	    0.00      78000.00
         Reaction order of species NC60H122(L)        equal to 1.0000
         Reaction order of species NC45H88(L)         equal to 1.0000


    253. 82NC60H122(L)  => 2C2H6 + 2C3H8 + 2NC4H10 + 2NC5H12 + 2NC6H14 + 2NC7H16 + 2NC8H18 + 2NC9H20 + 2NC10H22 + 2NC11H24 + 5NC12H26 + 25NC60H121(L) + 18NC16H33_T(L) + 29NC30H61_T(L) + 29.8667NC45H91_T(L) + 12.1333NC60H121_T(L) 
         k:       8.840000e+14	    0.00      78000.00
         Reaction order of species NC60H122(L)        equal to 2.0000


    254. 57NC60H122(L) + 25NC60H120(L)  => 2C2H6 + 2C3H8 + 2NC4H10 + 2NC5H12 + 2NC6H14 + 2NC7H16 + 2NC8H18 + 2NC9H20 + 2NC10H22 + 2NC11H24 + 5NC12H26 + 18NC16H33_T(L) + 29NC30H61_T(L) + 29.8667NC45H91_T(L) + 12.1333NC60H121_T(L) + 25NC60H119(L) 
         k:       8.840000e+14	    0.00      78000.00
         Reaction order of species NC60H122(L)        equal to 1.0000
         Reaction order of species NC60H120(L)        equal to 1.0000


    255. 57NC60H122(L) + 25NC60H118(L)  => 2C2H6 + 2C3H8 + 2NC4H10 + 2NC5H12 + 2NC6H14 + 2NC7H16 + 2NC8H18 + 2NC9H20 + 2NC10H22 + 2NC11H24 + 5NC12H26 + 18NC16H33_T(L) + 29NC30H61_T(L) + 29.8667NC45H91_T(L) + 12.1333NC60H121_T(L) + 25NC60H117(L) 
         k:       8.840000e+14	    0.00      78000.00
         Reaction order of species NC60H122(L)        equal to 1.0000
         Reaction order of species NC60H118(L)        equal to 1.0000


    256. 23P-HDPE-P(L) + 55NC60H120(L)  => C2H6 + C3H8 + NC4H10 + NC5H12 + NC6H14 + NC7H16 + NC8H18 + NC9H20 + NC10H22 + NC11H24 + 2.5NC12H26 + C4H8-1 + NC5H10 + NC6H12 + NC7H14 + NC8H16 + NC9H18 + NC10H20 + NC11H22 + 2.5NC12H24 + 23P-NC40H79-P(L) + 9NC16H33_T(L) + 14.5NC30H61_T(L) + 14.6NC45H91_T(L) + 4.4NC60H121_T(L) + 9NC16H31_T(L) + 14.5NC30H59_T(L) + 14.9333NC45H89_T(L) + 6.06667NC60H119_T(L) 
         k:       5.890000e+14	    0.00      78000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species NC60H120(L)        equal to 1.0000


    257. 23P-NC40H81(L) + 55NC60H120(L)  => C2H6 + C3H8 + NC4H10 + NC5H12 + NC6H14 + NC7H16 + NC8H18 + NC9H20 + NC10H22 + NC11H24 + 2.5NC12H26 + C4H8-1 + NC5H10 + NC6H12 + NC7H14 + NC8H16 + NC9H18 + NC10H20 + NC11H22 + 2.5NC12H24 + 23P-NC40H80(L) + 9NC16H33_T(L) + 14.5NC30H61_T(L) + 14.6NC45H91_T(L) + 4.4NC60H121_T(L) + 9NC16H31_T(L) + 14.5NC30H59_T(L) + 14.9333NC45H89_T(L) + 6.06667NC60H119_T(L) 
         k:       5.890000e+14	    0.00      78000.00
         Reaction order of species P-NC40H81(L)       equal to 1.0000
         Reaction order of species NC60H120(L)        equal to 1.0000


    258. 23P-NC40H79(L) + 55NC60H120(L)  => C2H6 + C3H8 + NC4H10 + NC5H12 + NC6H14 + NC7H16 + NC8H18 + NC9H20 + NC10H22 + NC11H24 + 2.5NC12H26 + C4H8-1 + NC5H10 + NC6H12 + NC7H14 + NC8H16 + NC9H18 + NC10H20 + NC11H22 + 2.5NC12H24 + 23P-NC40H78(L) + 9NC16H33_T(L) + 14.5NC30H61_T(L) + 14.6NC45H91_T(L) + 4.4NC60H121_T(L) + 9NC16H31_T(L) + 14.5NC30H59_T(L) + 14.9333NC45H89_T(L) + 6.06667NC60H119_T(L) 
         k:       5.890000e+14	    0.00      78000.00
         Reaction order of species P-NC40H79(L)       equal to 1.0000
         Reaction order of species NC60H120(L)        equal to 1.0000


    259. 23NC16H34(L) + 55NC60H120(L)  => C2H6 + C3H8 + NC4H10 + NC5H12 + NC6H14 + NC7H16 + NC8H18 + NC9H20 + NC10H22 + NC11H24 + 2.5NC12H26 + C4H8-1 + NC5H10 + NC6H12 + NC7H14 + NC8H16 + NC9H18 + NC10H20 + NC11H22 + 2.5NC12H24 + 23NC16H33(L) + 9NC16H33_T(L) + 14.5NC30H61_T(L) + 14.6NC45H91_T(L) + 4.4NC60H121_T(L) + 9NC16H31_T(L) + 14.5NC30H59_T(L) + 14.9333NC45H89_T(L) + 6.06667NC60H119_T(L) 
         k:       2.360000e+14	    0.00      78000.00
         Reaction order of species NC16H34(L)         equal to 1.0000
         Reaction order of species NC60H120(L)        equal to 1.0000


    260. 23NC16H32(L) + 55NC60H120(L)  => C2H6 + C3H8 + NC4H10 + NC5H12 + NC6H14 + NC7H16 + NC8H18 + NC9H20 + NC10H22 + NC11H24 + 2.5NC12H26 + C4H8-1 + NC5H10 + NC6H12 + NC7H14 + NC8H16 + NC9H18 + NC10H20 + NC11H22 + 2.5NC12H24 + 9NC16H33_T(L) + 14.5NC30H61_T(L) + 14.6NC45H91_T(L) + 4.4NC60H121_T(L) + 23NC16H31(L) + 9NC16H31_T(L) + 14.5NC30H59_T(L) + 14.9333NC45H89_T(L) + 6.06667NC60H119_T(L) 
         k:       2.360000e+14	    0.00      78000.00
         Reaction order of species NC16H32(L)         equal to 1.0000
         Reaction order of species NC60H120(L)        equal to 1.0000


    261. 55NC60H120(L) + 23NC16H30(L)  => C2H6 + C3H8 + NC4H10 + NC5H12 + NC6H14 + NC7H16 + NC8H18 + NC9H20 + NC10H22 + NC11H24 + 2.5NC12H26 + C4H8-1 + NC5H10 + NC6H12 + NC7H14 + NC8H16 + NC9H18 + NC10H20 + NC11H22 + 2.5NC12H24 + 9NC16H33_T(L) + 14.5NC30H61_T(L) + 14.6NC45H91_T(L) + 4.4NC60H121_T(L) + 9NC16H31_T(L) + 14.5NC30H59_T(L) + 14.9333NC45H89_T(L) + 6.06667NC60H119_T(L) + 23NC16H29(L) 
         k:       2.360000e+14	    0.00      78000.00
         Reaction order of species NC60H120(L)        equal to 1.0000
         Reaction order of species NC16H30(L)         equal to 1.0000


    262. 23NC30H62(L) + 55NC60H120(L)  => C2H6 + C3H8 + NC4H10 + NC5H12 + NC6H14 + NC7H16 + NC8H18 + NC9H20 + NC10H22 + NC11H24 + 2.5NC12H26 + C4H8-1 + NC5H10 + NC6H12 + NC7H14 + NC8H16 + NC9H18 + NC10H20 + NC11H22 + 2.5NC12H24 + 23NC30H61(L) + 9NC16H33_T(L) + 14.5NC30H61_T(L) + 14.6NC45H91_T(L) + 4.4NC60H121_T(L) + 9NC16H31_T(L) + 14.5NC30H59_T(L) + 14.9333NC45H89_T(L) + 6.06667NC60H119_T(L) 
         k:       4.420000e+14	    0.00      78000.00
         Reaction order of species NC30H62(L)         equal to 1.0000
         Reaction order of species NC60H120(L)        equal to 1.0000


    263. 23NC30H60(L) + 55NC60H120(L)  => C2H6 + C3H8 + NC4H10 + NC5H12 + NC6H14 + NC7H16 + NC8H18 + NC9H20 + NC10H22 + NC11H24 + 2.5NC12H26 + C4H8-1 + NC5H10 + NC6H12 + NC7H14 + NC8H16 + NC9H18 + NC10H20 + NC11H22 + 2.5NC12H24 + 9NC16H33_T(L) + 14.5NC30H61_T(L) + 14.6NC45H91_T(L) + 4.4NC60H121_T(L) + 23NC30H59(L) + 9NC16H31_T(L) + 14.5NC30H59_T(L) + 14.9333NC45H89_T(L) + 6.06667NC60H119_T(L) 
         k:       4.420000e+14	    0.00      78000.00
         Reaction order of species NC30H60(L)         equal to 1.0000
         Reaction order of species NC60H120(L)        equal to 1.0000


    264. 55NC60H120(L) + 23NC30H58(L)  => C2H6 + C3H8 + NC4H10 + NC5H12 + NC6H14 + NC7H16 + NC8H18 + NC9H20 + NC10H22 + NC11H24 + 2.5NC12H26 + C4H8-1 + NC5H10 + NC6H12 + NC7H14 + NC8H16 + NC9H18 + NC10H20 + NC11H22 + 2.5NC12H24 + 9NC16H33_T(L) + 14.5NC30H61_T(L) + 14.6NC45H91_T(L) + 4.4NC60H121_T(L) + 9NC16H31_T(L) + 14.5NC30H59_T(L) + 14.9333NC45H89_T(L) + 6.06667NC60H119_T(L) + 23NC30H57(L) 
         k:       4.420000e+14	    0.00      78000.00
         Reaction order of species NC60H120(L)        equal to 1.0000
         Reaction order of species NC30H58(L)         equal to 1.0000


    265. 23NC45H92(L) + 55NC60H120(L)  => C2H6 + C3H8 + NC4H10 + NC5H12 + NC6H14 + NC7H16 + NC8H18 + NC9H20 + NC10H22 + NC11H24 + 2.5NC12H26 + C4H8-1 + NC5H10 + NC6H12 + NC7H14 + NC8H16 + NC9H18 + NC10H20 + NC11H22 + 2.5NC12H24 + 23NC45H91(L) + 9NC16H33_T(L) + 14.5NC30H61_T(L) + 14.6NC45H91_T(L) + 4.4NC60H121_T(L) + 9NC16H31_T(L) + 14.5NC30H59_T(L) + 14.9333NC45H89_T(L) + 6.06667NC60H119_T(L) 
         k:       6.630000e+14	    0.00      78000.00
         Reaction order of species NC45H92(L)         equal to 1.0000
         Reaction order of species NC60H120(L)        equal to 1.0000


    266. 23NC45H90(L) + 55NC60H120(L)  => C2H6 + C3H8 + NC4H10 + NC5H12 + NC6H14 + NC7H16 + NC8H18 + NC9H20 + NC10H22 + NC11H24 + 2.5NC12H26 + C4H8-1 + NC5H10 + NC6H12 + NC7H14 + NC8H16 + NC9H18 + NC10H20 + NC11H22 + 2.5NC12H24 + 9NC16H33_T(L) + 14.5NC30H61_T(L) + 14.6NC45H91_T(L) + 4.4NC60H121_T(L) + 23NC45H89(L) + 9NC16H31_T(L) + 14.5NC30H59_T(L) + 14.9333NC45H89_T(L) + 6.06667NC60H119_T(L) 
         k:       6.630000e+14	    0.00      78000.00
         Reaction order of species NC45H90(L)         equal to 1.0000
         Reaction order of species NC60H120(L)        equal to 1.0000


    267. 55NC60H120(L) + 23NC45H88(L)  => C2H6 + C3H8 + NC4H10 + NC5H12 + NC6H14 + NC7H16 + NC8H18 + NC9H20 + NC10H22 + NC11H24 + 2.5NC12H26 + C4H8-1 + NC5H10 + NC6H12 + NC7H14 + NC8H16 + NC9H18 + NC10H20 + NC11H22 + 2.5NC12H24 + 9NC16H33_T(L) + 14.5NC30H61_T(L) + 14.6NC45H91_T(L) + 4.4NC60H121_T(L) + 9NC16H31_T(L) + 14.5NC30H59_T(L) + 14.9333NC45H89_T(L) + 6.06667NC60H119_T(L) + 23NC45H87(L) 
         k:       6.630000e+14	    0.00      78000.00
         Reaction order of species NC60H120(L)        equal to 1.0000
         Reaction order of species NC45H88(L)         equal to 1.0000


